area_id,date,machine_id,load_cnt,start_time,end_time,duration,assign,acquire,deposit
Area_A,2024-09-05,Machine_4,58,11:26:46,19:04:29,457.71666666666664,2.3816347162384908,320.35147477218663,134.9835571782415
Area_A,2024-09-06,Machine_5,63,19:29:13,20:27:13,58.0,7.874307161795949,41.188481066532276,8.937211771671773
Area_D,2024-09-19,Machine_5,15,18:29:22,19:07:22,38.0,1.0618618736761922,24.695513523956855,12.242624602366948
Area_C,2024-09-06,Machine_2,2,07:08:39,20:05:47,777.1333333333333,47.98874772014588,401.8815571898776,327.26302842330995
Area_C,2024-09-20,Machine_2,26,11:06:10,12:05:10,59.0,8.887401697347526,19.728810686667632,30.383787615984836
Area_A,2024-09-19,Machine_2,91,22:34:43,23:16:43,42.0,10.227823718028503,19.162970913104513,12.609205368866979
Area_B,2024-09-28,Machine_2,18,01:12:53,15:47:00,874.1166666666667,361.95169109727965,147.58060820482243,364.58436736456457
Area_D,2024-09-12,Machine_1,65,04:42:50,12:50:48,487.96666666666675,226.97818401430936,182.59567842035082,78.39280423200651
Area_D,2024-09-04,Machine_4,91,11:51:23,12:33:23,42.0,3.0747169956167415,38.039154731981746,0.8861282724015096
Area_D,2024-09-09,Machine_1,86,19:28:43,23:30:50,242.11666666666667,5.6134389551887205,131.20122798532802,105.30199972614992
Area_D,2024-09-29,Machine_3,49,07:20:52,08:41:35,80.71666666666667,9.429117666825078,3.5206797390690263,67.76686926077257
Area_B,2024-09-15,Machine_1,77,04:23:24,17:09:40,766.2666666666667,295.26181136526037,412.22573599403273,58.77911930737355
Area_D,2024-09-09,Machine_5,58,17:08:18,23:00:09,351.85,120.96037760689829,95.62244704192118,135.26717535118053
Area_C,2024-09-05,Machine_4,16,19:07:15,19:23:15,16.000000000000004,8.045620240420266,6.934414082898106,1.0199656766816318
Area_D,2024-09-16,Machine_5,58,01:54:49,06:17:07,262.3,64.9239210183496,161.48876563393497,35.88731334771544
Area_C,2024-09-25,Machine_5,81,09:12:24,18:03:52,531.4666666666667,424.2773477906319,49.77035491981365,57.418963956221226
Area_B,2024-09-08,Machine_1,77,16:54:17,17:05:17,11.0,1.308923619529946,2.7874922936985236,6.903584086771531
Area_A,2024-09-17,Machine_5,22,08:27:02,20:57:39,750.6166666666667,76.90780247132051,502.09293266139036,171.61593153395575
Area_D,2024-09-10,Machine_4,43,16:52:52,17:12:52,20.0,11.06980535711241,5.282179689940359,3.6480149529472334
Area_D,2024-09-19,Machine_4,45,03:46:49,07:57:07,250.30000000000004,54.09495258512654,15.413663635257162,180.79138377961633
Area_A,2024-09-19,Machine_4,52,07:21:31,17:05:07,583.6,52.656997755556986,5.970731105797172,524.9722711386459
Area_D,2024-09-18,Machine_5,48,09:18:59,10:11:59,53.0,6.467129829159249,41.59752000388765,4.9353501669531035
Area_C,2024-09-05,Machine_1,41,20:29:26,21:21:26,52.0,36.54857515937269,2.0526568140273125,13.3987680266
Area_D,2024-09-16,Machine_5,53,19:34:26,19:41:26,7.0,3.5005191408327283,2.7408822336334593,0.7585986255338122
Area_B,2024-09-20,Machine_2,38,06:20:05,07:06:05,46.0,3.846947035261839,12.362474404579737,29.790578560158426
Area_C,2024-09-10,Machine_2,99,08:03:43,16:16:45,493.0333333333334,130.22462251505567,171.85779804800023,190.9509127702775
Area_D,2024-09-20,Machine_2,59,21:29:03,21:35:03,6.0,2.4087799170992334,0.6766555709225732,2.914564511978193
Area_A,2024-09-12,Machine_4,85,18:28:14,21:37:26,189.2,56.62844597774414,130.28574941338238,2.28580460887349
Area_C,2024-09-03,Machine_2,74,06:05:24,11:08:02,302.6333333333333,193.52315155986716,63.65065869445583,45.45952307901032
Area_D,2024-09-09,Machine_2,14,13:25:51,14:06:51,41.0,24.000237513308214,1.9049081537534434,15.094854332938343
Area_B,2024-09-10,Machine_1,56,15:14:10,15:51:10,37.0,8.739913546664159,27.80118295723359,0.4589034961022565
Area_D,2024-09-29,Machine_5,68,15:37:57,15:46:57,9.0,0.5776795355748121,5.149466768814009,3.272853695611179
Area_C,2024-09-22,Machine_2,14,02:02:22,03:23:20,80.96666666666667,15.878777718121064,22.75104722983428,42.33684171871131
Area_A,2024-09-18,Machine_2,84,12:41:38,21:11:36,509.96666666666675,80.46253109984838,3.487645015585178,426.01649055123323
Area_A,2024-09-26,Machine_5,66,23:44:16,00:16:16,-1408.0,-266.0273424708756,-539.6316912343469,-602.3409662947773
Area_A,2024-09-20,Machine_5,88,20:53:05,21:13:05,20.0,12.55154060819287,5.825981686621629,1.6224777051854986
Area_A,2024-09-06,Machine_5,70,21:55:30,22:31:30,36.0,12.52414564858616,4.220023863201244,19.25583048821259
Area_B,2024-09-28,Machine_2,81,10:36:40,10:53:40,17.000000000000004,14.069924133342758,0.8857747610539092,2.044301105603338
Area_B,2024-09-30,Machine_2,96,13:27:01,14:22:01,55.0,9.037777562475956,29.331947999518448,16.630274438005593
Area_D,2024-09-08,Machine_5,1,20:12:26,20:38:26,26.0,3.4967113931276725,19.74203811593914,2.7612504909331874
Area_D,2024-09-02,Machine_4,90,12:46:36,20:33:06,466.5,155.70478069036707,201.90377424587624,108.89144506375669
Area_C,2024-09-30,Machine_5,23,11:30:13,20:21:13,531.0000000000001,12.015921495079166,26.08051348513111,492.9035650197898
Area_C,2024-09-15,Machine_2,28,12:42:29,13:37:29,55.0,10.631891675950047,35.26837792493414,9.099730399115813
Area_D,2024-09-08,Machine_4,56,06:08:32,17:14:03,665.5166666666667,38.927285863946906,577.074474352129,49.51490645059072
Area_C,2024-09-21,Machine_3,45,07:33:38,07:41:38,8.000000000000002,0.3087674221918323,0.04590251848669383,7.645330059321476
Area_A,2024-09-18,Machine_2,87,12:37:50,19:01:21,383.51666666666665,20.81544136985302,251.94393363372356,110.75729166309007
Area_D,2024-09-10,Machine_1,72,04:26:47,04:29:47,3.0,1.0754070498864872,1.9115158049837113,0.013077145129801699
Area_A,2024-09-14,Machine_2,79,01:56:06,23:06:11,1270.0833333333333,264.11621282770227,652.502639619169,353.464480886462
Area_D,2024-09-02,Machine_3,90,07:01:23,07:58:23,57.0,33.243373020020236,21.96789584036079,1.7887311396189798
Area_C,2024-09-24,Machine_4,41,19:08:06,19:23:06,15.0,5.317262421598747,7.083985802824407,2.5987517755768472
Area_C,2024-09-29,Machine_3,91,20:39:55,20:46:55,7.0,2.274932814174676,1.40759916122855,3.317468024596773
Area_A,2024-09-02,Machine_4,48,01:20:06,15:16:20,836.2333333333333,609.8858864515361,186.97209325731026,39.37535362448702
Area_A,2024-09-16,Machine_3,60,14:34:57,15:57:45,82.8,59.131845351729964,21.46293752326378,2.2052171250062456
Area_B,2024-09-19,Machine_5,3,14:36:02,17:36:45,180.71666666666667,147.0901641769886,32.23062917829926,1.3958733113787916
Area_B,2024-09-13,Machine_3,40,21:41:09,21:56:09,15.0,1.092197475743159,6.316286486481897,7.591516037774943
Area_C,2024-09-04,Machine_3,40,07:19:24,14:03:43,404.31666666666666,81.18706805286241,282.57317518130003,40.55642343250418
Area_B,2024-09-16,Machine_3,82,08:48:12,20:23:38,695.4333333333333,451.2495282741788,129.93026340529337,114.25354165386118
Area_B,2024-09-05,Machine_4,67,08:47:19,23:14:01,866.7,29.869905008522682,105.97889975917676,730.8511952323005
Area_D,2024-09-27,Machine_5,54,06:19:24,11:16:20,296.93333333333334,93.03219228934167,113.95487387399089,89.94626717000081
Area_D,2024-09-02,Machine_4,27,00:36:39,09:58:49,562.1666666666666,44.15992475779326,159.45120197674942,358.55553993212396
Area_D,2024-09-07,Machine_4,2,09:33:38,09:35:38,2.0000000000000004,0.7268770807735275,1.238427805230746,0.034695113995726896
Area_C,2024-09-07,Machine_2,21,05:47:33,07:46:01,118.46666666666667,5.161027283884131,73.48845967791313,39.8171797048694
Area_D,2024-09-20,Machine_4,8,19:24:07,20:08:07,44.0,5.112975505503575,30.640786456585285,8.24623803791114
Area_D,2024-09-06,Machine_3,33,06:49:14,06:53:14,4.000000000000001,2.424515453768368,1.2161962860698954,0.35928826016173737
Area_C,2024-09-10,Machine_4,56,06:22:31,17:13:36,651.0833333333334,224.6233374854914,235.23393492825846,191.2260609195835
Area_B,2024-09-13,Machine_5,98,12:00:06,12:13:06,13.0,8.63872737763857,3.7877364923010526,0.5735361300603767
Area_D,2024-09-03,Machine_5,58,17:50:56,18:02:56,12.0,2.4314777959386507,2.3564889598416054,7.212033244219742
Area_A,2024-09-26,Machine_1,85,08:20:22,08:29:22,9.0,1.1620852712461944,6.697151370267885,1.1407633584859203
Area_A,2024-09-18,Machine_5,86,17:05:32,22:19:29,313.95,89.42547463417581,34.84197208705521,189.68255327876898
Area_B,2024-09-12,Machine_5,24,00:03:15,16:49:51,1006.6000000000001,722.3716000773466,183.96193339733009,100.2664665253235
Area_C,2024-09-05,Machine_2,54,22:35:16,22:42:16,7.0,4.664376024001301,1.1201015685760034,1.2155224074226967
